date,city,count
14-03-2020,visakhapatnam,0
15-03-2020,visakhapatnam,0
16-03-2020,visakhapatnam,0
17-03-2020,visakhapatnam,0
18-03-2020,visakhapatnam,0
19-03-2020,visakhapatnam,0
20-03-2020,visakhapatnam,1
21-03-2020,visakhapatnam,0
22-03-2020,visakhapatnam,0
23-03-2020,visakhapatnam,1
24-03-2020,visakhapatnam,1
25-03-2020,visakhapatnam,0
26-03-2020,visakhapatnam,0
27-03-2020,visakhapatnam,0
28-03-2020,visakhapatnam,1
29-03-2020,visakhapatnam,0
30-03-2020,visakhapatnam,2
31-03-2020,visakhapatnam,0
01-04-2020,visakhapatnam,4
02-04-2020,visakhapatnam,1
03-04-2020,visakhapatnam,0
04-04-2020,visakhapatnam,4
05-04-2020,visakhapatnam,0
06-04-2020,visakhapatnam,0
07-04-2020,visakhapatnam,5
08-04-2020,visakhapatnam,0
09-04-2020,visakhapatnam,0
10-04-2020,visakhapatnam,0
11-04-2020,visakhapatnam,0
12-04-2020,visakhapatnam,0
13-04-2020,visakhapatnam,0
14-04-2020,visakhapatnam,0
15-04-2020,visakhapatnam,0
16-04-2020,visakhapatnam,0
17-04-2020,visakhapatnam,0
18-04-2020,visakhapatnam,0
19-04-2020,visakhapatnam,0
30-01-2020,thane,0
02-02-2020,thane,0
03-02-2020,thane,0
02-03-2020,thane,0
03-03-2020,thane,0
04-03-2020,thane,0
05-03-2020,thane,0
06-03-2020,thane,0
07-03-2020,thane,0
08-03-2020,thane,0
09-03-2020,thane,0
10-03-2020,thane,0
11-03-2020,thane,0
12-03-2020,thane,0
13-03-2020,thane,0
14-03-2020,thane,0
15-03-2020,thane,3
16-03-2020,thane,0
17-03-2020,thane,4
18-03-2020,thane,0
19-03-2020,thane,0
20-03-2020,thane,1
21-03-2020,thane,0
22-03-2020,thane,1
23-03-2020,thane,1
24-03-2020,thane,2
25-03-2020,thane,2
26-03-2020,thane,2
27-03-2020,thane,0
28-03-2020,thane,1
29-03-2020,thane,1
30-03-2020,thane,4
31-03-2020,thane,0
01-04-2020,thane,13
02-04-2020,thane,0
03-04-2020,thane,9
04-04-2020,thane,10
05-04-2020,thane,21
06-04-2020,thane,1
07-04-2020,thane,0
08-04-2020,thane,0
09-04-2020,thane,5
10-04-2020,thane,15
11-04-2020,thane,22
12-04-2020,thane,24
13-04-2020,thane,42
14-04-2020,thane,21
15-04-2020,thane,60
16-04-2020,thane,13
17-04-2020,thane,13
18-04-2020,thane,18
19-04-2020,thane,30
21-04-2020,mumbai,308
22-04-2020,mumbai,419
23-04-2020,mumbai,232
24-04-2020,mumbai,522
25-04-2020,mumbai,242
26-04-2020,mumbai,602
20-04-2020,delhi,0
21-04-2020,delhi,78
22-04-2020,delhi,75
23-04-2020,delhi,92
24-04-2020,delhi,128
25-04-2020,delhi,138
26-04-2020,delhi,111
20-04-2020,bangalore,0
21-04-2020,bangalore,0
22-04-2020,bangalore,0
23-04-2020,bangalore,2
24-04-2020,bangalore,10
25-04-2020,bangalore,19
26-04-2020,bangalore,13
20-04-2020,hyderabad,0
21-04-2020,hyderabad,12
22-04-2020,hyderabad,19
23-04-2020,hyderabad,10
24-04-2020,hyderabad,13
25-04-2020,hyderabad,0
26-04-2020,hyderabad,6
20-04-2020,ahmedabad,0
21-04-2020,ahmedabad,147
22-04-2020,ahmedabad,125
23-04-2020,ahmedabad,128
24-04-2020,ahmedabad,151
25-04-2020,ahmedabad,169
26-04-2020,ahmedabad,182
20-04-2020,chennai,0
21-04-2020,chennai,18
22-04-2020,chennai,55
23-04-2020,chennai,15
24-04-2020,chennai,27
25-04-2020,chennai,52
26-04-2020,chennai,43
20-04-2020,kolkata,0
21-04-2020,kolkata,0
22-04-2020,kolkata,0
23-04-2020,kolkata,0
24-04-2020,kolkata,0
25-04-2020,kolkata,0
26-04-2020,kolkata,0
20-04-2020,surat,0
21-04-2020,surat,27
22-04-2020,surat,78
23-04-2020,surat,68
24-04-2020,surat,41
25-04-2020,surat,6
26-04-2020,surat,34
20-04-2020,pune,0
21-04-2020,pune,52
22-04-2020,pune,53
23-04-2020,pune,89
24-04-2020,pune,105
25-04-2020,pune,51
26-04-2020,pune,69
20-04-2020,jaipur,0
21-04-2020,jaipur,50
22-04-2020,jaipur,72
23-04-2020,jaipur,68
24-04-2020,jaipur,15
25-04-2020,jaipur,36
26-04-2020,jaipur,15
20-04-2020,kanpur,0
21-04-2020,kanpur,0
22-04-2020,kanpur,0
23-04-2020,kanpur,0
24-04-2020,kanpur,0
25-04-2020,kanpur,0
26-04-2020,kanpur,0
20-04-2020,nagpur,0
21-04-2020,nagpur,7
22-04-2020,nagpur,10
23-04-2020,nagpur,10
24-04-2020,nagpur,0
25-04-2020,nagpur,1
26-04-2020,nagpur,6
20-04-2020,lucknow,0
21-04-2020,lucknow,2
22-04-2020,lucknow,2
23-04-2020,lucknow,1
24-04-2020,lucknow,4
25-04-2020,lucknow,0
26-04-2020,lucknow,19
20-04-2020,visakhapatnam,0
21-04-2020,visakhapatnam,0
22-04-2020,visakhapatnam,0
23-04-2020,visakhapatnam,0
24-04-2020,visakhapatnam,1
25-04-2020,visakhapatnam,0
26-04-2020,visakhapatnam,0
20-04-2020,thane,0
21-04-2020,thane,55
22-04-2020,thane,44
23-04-2020,thane,30
24-04-2020,thane,117
25-04-2020,thane,48
26-04-2020,thane,74
28-04-2020,mumbai,454.0
29-04-2020,mumbai,505.0
30-04-2020,mumbai,639.0
01-05-2020,mumbai,593.0
02-05-2020,mumbai,799.0
03-05-2020,mumbai,642.0
04-05-2020,mumbai,489.0
05-05-2020,mumbai,693.0
06-05-2020,mumbai,871.0
07-05-2020,mumbai,883.0
08-05-2020,mumbai,804.0
09-05-2020,mumbai,847.0
27-04-2020,delhi,0.0
28-04-2020,delhi,190.0
29-04-2020,delhi,407.0
30-04-2020,delhi,141.0
01-05-2020,delhi,81.0
02-05-2020,delhi,298.0
03-05-2020,delhi,476.0
04-05-2020,delhi,533.0
05-05-2020,delhi,418.0
06-05-2020,delhi,243.0
07-05-2020,delhi,503.0
08-05-2020,delhi,838.0
09-05-2020,delhi,429.0
27-04-2020,bangalore,0.0
28-04-2020,bangalore,1.0
29-04-2020,bangalore,6.0
30-04-2020,bangalore,0.0
01-05-2020,bangalore,13.0
02-05-2020,bangalore,8.0
03-05-2020,bangalore,7.0
04-05-2020,bangalore,5.0
05-05-2020,bangalore,4.0
06-05-2020,bangalore,3.0
07-05-2020,bangalore,2.0
08-05-2020,bangalore,3.0
09-05-2020,bangalore,14.0
27-04-2020,hyderabad,0.0
28-04-2020,hyderabad,2.0
29-04-2020,hyderabad,6.0
30-04-2020,hyderabad,0.0
01-05-2020,hyderabad,3.0
02-05-2020,hyderabad,5.0
03-05-2020,hyderabad,39.0
04-05-2020,hyderabad,20.0
05-05-2020,hyderabad,3.0
06-05-2020,hyderabad,0.0
07-05-2020,hyderabad,21.0
08-05-2020,hyderabad,39.0
09-05-2020,hyderabad,31.0
27-04-2020,ahmedabad,0.0
28-04-2020,ahmedabad,275.0
29-04-2020,ahmedabad,212.0
30-04-2020,ahmedabad,265.0
01-05-2020,ahmedabad,314.0
02-05-2020,ahmedabad,366.0
03-05-2020,ahmedabad,333.0
04-05-2020,ahmedabad,368.0
05-05-2020,ahmedabad,372.0
06-05-2020,ahmedabad,472.0
07-05-2020,ahmedabad,390.0
08-05-2020,ahmedabad,406.0
09-05-2020,ahmedabad,406.0
27-04-2020,chennai,0.0
28-04-2020,chennai,81.0
29-04-2020,chennai,104.0
30-04-2020,chennai,111.0
01-05-2020,chennai,142.0
02-05-2020,chennai,185.0
03-05-2020,chennai,176.0
04-05-2020,chennai,230.0
05-05-2020,chennai,284.0
06-05-2020,chennai,332.0
07-05-2020,chennai,337.0
08-05-2020,chennai,326.0
09-05-2020,chennai,436.0
27-04-2020,kolkata,0.0
28-04-2020,kolkata,0.0
29-04-2020,kolkata,0.0
30-04-2020,kolkata,0.0
01-05-2020,kolkata,0.0
02-05-2020,kolkata,0.0
03-05-2020,kolkata,0.0
04-05-2020,kolkata,633.0
05-05-2020,kolkata,38.0
06-05-2020,kolkata,73.0
07-05-2020,kolkata,56.0
08-05-2020,kolkata,47.0
09-05-2020,kolkata,89.0
27-04-2020,surat,0.0
28-04-2020,surat,38.0
29-04-2020,surat,14.0
30-04-2020,surat,54.0
01-05-2020,surat,30.0
02-05-2020,surat,44.0
03-05-2020,surat,51.0
04-05-2020,surat,84.0
05-05-2020,surat,71.0
06-05-2020,surat,95.0
07-05-2020,surat,63.0
08-05-2020,surat,100.0
09-05-2020,surat,50.0
27-04-2020,pune,0.0
28-04-2020,pune,62.0
29-04-2020,pune,89.0
30-04-2020,pune,32.0
01-05-2020,pune,63.0
02-05-2020,pune,116.0
03-05-2020,pune,62.0
04-05-2020,pune,79.0
05-05-2020,pune,715.0
06-05-2020,pune,153.0
07-05-2020,pune,88.0
08-05-2020,pune,131.0
09-05-2020,pune,118.0
27-04-2020,jaipur,0.0
28-04-2020,jaipur,53.0
29-04-2020,jaipur,55.0
30-04-2020,jaipur,35.0
01-05-2020,jaipur,66.0
02-05-2020,jaipur,52.0
03-05-2020,jaipur,49.0
04-05-2020,jaipur,72.0
05-05-2020,jaipur,79.0
06-05-2020,jaipur,31.0
07-05-2020,jaipur,202.0
08-05-2020,jaipur,96.0
09-05-2020,jaipur,78.0
27-04-2020,kanpur,0.0
28-04-2020,kanpur,0.0
29-04-2020,kanpur,0.0
30-04-2020,kanpur,0.0
01-05-2020,kanpur,0.0
02-05-2020,kanpur,0.0
03-05-2020,kanpur,0.0
04-05-2020,kanpur,0.0
05-05-2020,kanpur,0.0
06-05-2020,kanpur,0.0
07-05-2020,kanpur,0.0
08-05-2020,kanpur,0.0
09-05-2020,kanpur,0.0
27-04-2020,nagpur,0.0
28-04-2020,nagpur,20.0
29-04-2020,nagpur,8.0
30-04-2020,nagpur,18.0
01-05-2020,nagpur,4.0
02-05-2020,nagpur,0.0
03-05-2020,nagpur,7.0
04-05-2020,nagpur,9.0
05-05-2020,nagpur,32.0
06-05-2020,nagpur,13.0
07-05-2020,nagpur,8.0
08-05-2020,nagpur,24.0
09-05-2020,nagpur,6.0
27-04-2020,lucknow,0.0
28-04-2020,lucknow,9.0
29-04-2020,lucknow,8.0
30-04-2020,lucknow,14.0
01-05-2020,lucknow,13.0
02-05-2020,lucknow,15.0
03-05-2020,lucknow,8.0
04-05-2020,lucknow,4.0
05-05-2020,lucknow,2.0
06-05-2020,lucknow,5.0
07-05-2020,lucknow,90.0
08-05-2020,lucknow,6.0
09-05-2020,lucknow,14.0
27-04-2020,visakhapatnam,0.0
28-04-2020,visakhapatnam,0.0
29-04-2020,visakhapatnam,0.0
30-04-2020,visakhapatnam,1.0
01-05-2020,visakhapatnam,1.0
02-05-2020,visakhapatnam,2.0
03-05-2020,visakhapatnam,4.0
04-05-2020,visakhapatnam,0.0
05-05-2020,visakhapatnam,6.0
06-05-2020,visakhapatnam,3.0
07-05-2020,visakhapatnam,2.0
08-05-2020,visakhapatnam,8.0
09-05-2020,visakhapatnam,13.0
27-04-2020,thane,0.0
28-04-2020,thane,18.0
29-04-2020,thane,75.0
30-04-2020,thane,89.0
01-05-2020,thane,72.0
02-05-2020,thane,87.0
03-05-2020,thane,82.0
04-05-2020,thane,112.0
05-05-2020,thane,132.0
06-05-2020,thane,179.0
07-05-2020,thane,266.0
08-05-2020,thane,273.0
09-05-2020,thane,171.0
09-05-2020,mumbai,0
10-05-2020,mumbai,0
11-05-2020,mumbai,1323.0
12-05-2020,mumbai,872.0
13-05-2020,mumbai,601.0
14-05-2020,mumbai,1066.0
15-05-2020,mumbai,1221.0
16-05-2020,mumbai,1148.0
17-05-2020,mumbai,1060.0
18-05-2020,mumbai,1871.0
19-05-2020,mumbai,1440.0
20-05-2020,mumbai,2076.0
21-05-2020,mumbai,1763.0
22-05-2020,mumbai,2490.0
23-05-2020,mumbai,2105.0
30-04-2020,delhi,0
09-05-2020,delhi,0
10-05-2020,delhi,0
11-05-2020,delhi,435.0
12-05-2020,delhi,370.0
13-05-2020,delhi,802.0
14-05-2020,delhi,725.0
15-05-2020,delhi,668.0
16-05-2020,delhi,906.0
17-05-2020,delhi,852.0
18-05-2020,delhi,717.0
19-05-2020,delhi,295.0
20-05-2020,delhi,771.0
21-05-2020,delhi,986.0
22-05-2020,delhi,964.0
23-05-2020,delhi,1004.0
30-04-2020,bangalore,0
09-05-2020,bangalore,0
10-05-2020,bangalore,0
11-05-2020,bangalore,0
12-05-2020,bangalore,0
13-05-2020,bangalore,0
14-05-2020,bangalore,0
15-05-2020,bangalore,0
16-05-2020,bangalore,0
17-05-2020,bangalore,0
18-05-2020,bangalore,0
19-05-2020,bangalore,0
20-05-2020,bangalore,0
21-05-2020,bangalore,0
22-05-2020,bangalore,0
23-05-2020,bangalore,0
30-04-2020,hyderabad,0
09-05-2020,hyderabad,0
10-05-2020,hyderabad,0
11-05-2020,hyderabad,26.0
12-05-2020,hyderabad,121.0
13-05-2020,hyderabad,52.0
14-05-2020,hyderabad,31.0
15-05-2020,hyderabad,40.0
16-05-2020,hyderabad,38.0
17-05-2020,hyderabad,44.0
18-05-2020,hyderabad,37.0
19-05-2020,hyderabad,26.0
20-05-2020,hyderabad,34.0
21-05-2020,hyderabad,15.0
22-05-2020,hyderabad,26.0
23-05-2020,hyderabad,42.0
30-04-2020,ahmedabad,0
09-05-2020,ahmedabad,0
10-05-2020,ahmedabad,0
11-05-2020,ahmedabad,562.0
12-05-2020,ahmedabad,396.0
13-05-2020,ahmedabad,680.0
14-05-2020,ahmedabad,555.0
15-05-2020,ahmedabad,419.0
16-05-2020,ahmedabad,410.0
17-05-2020,ahmedabad,1150.0
18-05-2020,ahmedabad,422.0
19-05-2020,ahmedabad,475.0
20-05-2020,ahmedabad,465.0
21-05-2020,ahmedabad,404.0
22-05-2020,ahmedabad,450.0
23-05-2020,ahmedabad,629.0
30-04-2020,chennai,0
09-05-2020,chennai,0
10-05-2020,chennai,0
11-05-2020,chennai,604.0
12-05-2020,chennai,609.0
13-05-2020,chennai,560.0
14-05-2020,chennai,383.0
15-05-2020,chennai,386.0
16-05-2020,chennai,339.0
17-05-2020,chennai,754.0
18-05-2020,chennai,758.0
19-05-2020,chennai,491.0
20-05-2020,chennai,876.0
21-05-2020,chennai,1460.0
22-05-2020,chennai,799.0
23-05-2020,chennai,1296.0
30-04-2020,kolkata,0
09-05-2020,kolkata,0
10-05-2020,kolkata,0
11-05-2020,kolkata,56.0
12-05-2020,kolkata,101.0
13-05-2020,kolkata,85.0
14-05-2020,kolkata,139.0
15-05-2020,kolkata,82.0
16-05-2020,kolkata,88.0
17-05-2020,kolkata,86.0
18-05-2020,kolkata,86.0
19-05-2020,kolkata,89.0
20-05-2020,kolkata,89.0
21-05-2020,kolkata,82.0
22-05-2020,kolkata,80.0
23-05-2020,kolkata,33.0
30-04-2020,surat,0
09-05-2020,surat,0
10-05-2020,surat,0
11-05-2020,surat,75.0
12-05-2020,surat,84.0
13-05-2020,surat,54.0
14-05-2020,surat,32.0
15-05-2020,surat,29.0
16-05-2020,surat,95.0
17-05-2020,surat,89.0
18-05-2020,surat,68.0
19-05-2020,surat,71.0
20-05-2020,surat,45.0
21-05-2020,surat,63.0
22-05-2020,surat,75.0
23-05-2020,surat,56.0
30-04-2020,pune,0
09-05-2020,pune,0
10-05-2020,pune,0
11-05-2020,pune,655.0
12-05-2020,pune,274.0
13-05-2020,pune,231.0
14-05-2020,pune,264.0
15-05-2020,pune,338.0
16-05-2020,pune,228.0
17-05-2020,pune,193.0
18-05-2020,pune,242.0
19-05-2020,pune,423.0
20-05-2020,pune,306.0
21-05-2020,pune,319.0
22-05-2020,pune,262.0
23-05-2020,pune,571.0
30-04-2020,jaipur,0
09-05-2020,jaipur,0
10-05-2020,jaipur,0
11-05-2020,jaipur,24.0
12-05-2020,jaipur,51.0
13-05-2020,jaipur,68.0
14-05-2020,jaipur,67.0
15-05-2020,jaipur,41.0
16-05-2020,jaipur,53.0
17-05-2020,jaipur,153.0
18-05-2020,jaipur,77.0
19-05-2020,jaipur,116.0
20-05-2020,jaipur,66.0
21-05-2020,jaipur,32.0
22-05-2020,jaipur,51.0
23-05-2020,jaipur,73.0
30-04-2020,kanpur,0
09-05-2020,kanpur,0
10-05-2020,kanpur,0
11-05-2020,kanpur,0
12-05-2020,kanpur,0
13-05-2020,kanpur,0
14-05-2020,kanpur,0
15-05-2020,kanpur,0
16-05-2020,kanpur,0
17-05-2020,kanpur,0
18-05-2020,kanpur,0
19-05-2020,kanpur,0
20-05-2020,kanpur,0
21-05-2020,kanpur,0
22-05-2020,kanpur,0
23-05-2020,kanpur,0
30-04-2020,nagpur,0
09-05-2020,nagpur,0
10-05-2020,nagpur,0
11-05-2020,nagpur,30.0
12-05-2020,nagpur,13.0
13-05-2020,nagpur,13.0
14-05-2020,nagpur,60.0
15-05-2020,nagpur,21.0
16-05-2020,nagpur,38.0
17-05-2020,nagpur,49.0
18-05-2020,nagpur,8.0
19-05-2020,nagpur,46.0
20-05-2020,nagpur,55.0
21-05-2020,nagpur,76.0
22-05-2020,nagpur,19.0
23-05-2020,nagpur,33.0
30-04-2020,lucknow,0
09-05-2020,lucknow,0
10-05-2020,lucknow,0
11-05-2020,lucknow,17.0
12-05-2020,lucknow,4.0
13-05-2020,lucknow,10.0
14-05-2020,lucknow,15.0
15-05-2020,lucknow,7.0
16-05-2020,lucknow,6.0
17-05-2020,lucknow,26.0
18-05-2020,lucknow,12.0
19-05-2020,lucknow,0
20-05-2020,lucknow,12.0
21-05-2020,lucknow,2.0
22-05-2020,lucknow,12.0
23-05-2020,lucknow,18.0
30-04-2020,visakhapatnam,0
09-05-2020,visakhapatnam,0
10-05-2020,visakhapatnam,0
11-05-2020,visakhapatnam,3.0
12-05-2020,visakhapatnam,3.0
13-05-2020,visakhapatnam,0
14-05-2020,visakhapatnam,0
15-05-2020,visakhapatnam,0
16-05-2020,visakhapatnam,2.0
17-05-2020,visakhapatnam,5.0
18-05-2020,visakhapatnam,10.0
19-05-2020,visakhapatnam,5.0
20-05-2020,visakhapatnam,0
21-05-2020,visakhapatnam,15.0
22-05-2020,visakhapatnam,0
23-05-2020,visakhapatnam,0
30-04-2020,thane,0
09-05-2020,thane,0
10-05-2020,thane,0
11-05-2020,thane,201.0
12-05-2020,thane,355.0
13-05-2020,thane,224.0
14-05-2020,thane,251.0
15-05-2020,thane,285.0
16-05-2020,thane,255.0
17-05-2020,thane,439.0
18-05-2020,thane,329.0
19-05-2020,thane,355.0
20-05-2020,thane,523.0
21-05-2020,thane,228.0
22-05-2020,thane,439.0
23-05-2020,thane,509.0
