date,avgTemp,city,state,population,weather_id,country,retail_and_recreation,grocery_and_pharnacy,transit_stations,workplaces,residential,count
01-05-2020,28.7,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-37.0,-59.0,-72.0,33.0,13.0
02-05-2020,27.7,bangalore,Karnataka,8436675,IN009010100,India,-84.0,-42.0,-58.0,-54.0,26.0,8.0
03-05-2020,27.5,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-43.0,-54.0,-34.0,19.0,7.0
04-05-2020,28.7,bangalore,Karnataka,8436675,IN009010100,India,-75.0,-25.0,-47.0,-57.0,26.0,5.0
05-05-2020,29.1,bangalore,Karnataka,8436675,IN009010100,India,-75.0,-25.0,-46.0,-57.0,25.0,4.0
06-05-2020,27.2,bangalore,Karnataka,8436675,IN009010100,India,-74.0,-22.0,-44.0,-55.0,25.0,3.0
07-05-2020,26.9,bangalore,Karnataka,8436675,IN009010100,India,-74.0,-21.0,-45.0,-55.0,26.0,2.0
08-05-2020,27.7,bangalore,Karnataka,8436675,IN009010100,India,-74.0,-18.0,-45.0,-53.0,25.0,3.0
09-05-2020,29.1,bangalore,Karnataka,8436675,IN009010100,India,-75.0,-22.0,-45.0,-43.0,21.0,14.0
09-05-2020,29.1,bangalore,Karnataka,8436675,IN009010100,India,-75.0,-22.0,-45.0,-43.0,21.0,0.0
10-05-2020,29.0,bangalore,Karnataka,8436675,IN009010100,India,-76.0,-27.0,-43.0,-24.0,16.0,0.0
11-05-2020,28.3,bangalore,Karnataka,8436675,IN009010100,India,-72.0,-17.0,-44.0,-51.0,25.0,0.0
12-05-2020,27.6,bangalore,Karnataka,8436675,IN009010100,India,-72.0,-17.0,-43.0,-52.0,24.0,0.0
13-05-2020,27.9,bangalore,Karnataka,8436675,IN009010100,India,-72.0,-17.0,-42.0,-51.0,23.0,0.0
02-03-2020,28.2,hyderabad,Telangana,6809970,IN001080500,India,1.0,4.0,4.0,5.0,1.0,0.0
03-03-2020,28.8,hyderabad,Telangana,6809970,IN001080500,India,1.0,5.0,3.0,5.0,1.0,1.0
04-03-2020,29.1,hyderabad,Telangana,6809970,IN001080500,India,1.0,12.0,5.0,7.0,1.0,0.0
05-03-2020,27.9,hyderabad,Telangana,6809970,IN001080500,India,-2.0,7.0,1.0,2.0,2.0,0.0
06-03-2020,28.0,hyderabad,Telangana,6809970,IN001080500,India,-1.0,8.0,6.0,4.0,2.0,0.0
07-03-2020,27.8,hyderabad,Telangana,6809970,IN001080500,India,0.0,5.0,3.0,6.0,2.0,0.0
08-03-2020,27.6,hyderabad,Telangana,6809970,IN001080500,India,-2.0,6.0,-1.0,5.0,1.0,0.0
09-03-2020,27.1,hyderabad,Telangana,6809970,IN001080500,India,-9.0,-1.0,-15.0,-26.0,9.0,0.0
10-03-2020,28.4,hyderabad,Telangana,6809970,IN001080500,India,-1.0,3.0,-1.0,-13.0,4.0,0.0
11-03-2020,27.7,hyderabad,Telangana,6809970,IN001080500,India,0.0,4.0,5.0,2.0,0.0,0.0
12-03-2020,27.9,hyderabad,Telangana,6809970,IN001080500,India,-1.0,2.0,1.0,0.0,1.0,0.0
13-03-2020,29.3,hyderabad,Telangana,6809970,IN001080500,India,-2.0,3.0,4.0,0.0,1.0,0.0
14-03-2020,27.4,hyderabad,Telangana,6809970,IN001080500,India,-4.0,5.0,-2.0,-5.0,3.0,0.0
15-03-2020,28.0,hyderabad,Telangana,6809970,IN001080500,India,-10.0,5.0,1.0,-1.0,1.0,1.0
16-03-2020,28.3,hyderabad,Telangana,6809970,IN001080500,India,-8.0,4.0,-2.0,-8.0,4.0,1.0
17-03-2020,30.6,hyderabad,Telangana,6809970,IN001080500,India,-10.0,3.0,-6.0,-12.0,4.0,1.0
18-03-2020,31.0,hyderabad,Telangana,6809970,IN001080500,India,-10.0,5.0,-4.0,-12.0,4.0,1.0
19-03-2020,27.5,hyderabad,Telangana,6809970,IN001080500,India,-18.0,1.0,-12.0,-19.0,6.0,8.0
20-03-2020,29.6,hyderabad,Telangana,6809970,IN001080500,India,-20.0,8.0,-12.0,-21.0,8.0,3.0
21-03-2020,29.7,hyderabad,Telangana,6809970,IN001080500,India,-25.0,19.0,-15.0,-17.0,7.0,1.0
22-03-2020,29.7,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-83.0,-74.0,-55.0,24.0,2.0
23-03-2020,29.6,hyderabad,Telangana,6809970,IN001080500,India,-68.0,-23.0,-58.0,-60.0,26.0,5.0
24-03-2020,29.9,hyderabad,Telangana,6809970,IN001080500,India,-79.0,-45.0,-70.0,-72.0,32.0,5.0
25-03-2020,30.3,hyderabad,Telangana,6809970,IN001080500,India,-82.0,-57.0,-75.0,-79.0,35.0,2.0
26-03-2020,29.8,hyderabad,Telangana,6809970,IN001080500,India,-82.0,-59.0,-76.0,-75.0,35.0,2.0
27-03-2020,32.6,hyderabad,Telangana,6809970,IN001080500,India,-83.0,-59.0,-76.0,-74.0,37.0,3.0
28-03-2020,32.4,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-61.0,-76.0,-70.0,34.0,14.0
29-03-2020,33.4,hyderabad,Telangana,6809970,IN001080500,India,-82.0,-59.0,-73.0,-51.0,24.0,8.0
30-03-2020,31.4,hyderabad,Telangana,6809970,IN001080500,India,-82.0,-61.0,-76.0,-72.0,36.0,3.0
31-03-2020,31.7,hyderabad,Telangana,6809970,IN001080500,India,-81.0,-60.0,-75.0,-72.0,33.0,7.0
01-04-2020,31.7,hyderabad,Telangana,6809970,IN001080500,India,-81.0,-61.0,-75.0,-72.0,33.0,20.0
02-04-2020,32.9,hyderabad,Telangana,6809970,IN001080500,India,-82.0,-63.0,-76.0,-75.0,35.0,30.0
03-04-2020,30.8,hyderabad,Telangana,6809970,IN001080500,India,-82.0,-60.0,-74.0,-71.0,35.0,27.0
04-04-2020,27.8,hyderabad,Telangana,6809970,IN001080500,India,-82.0,-61.0,-74.0,-65.0,31.0,6.0
05-04-2020,30.7,hyderabad,Telangana,6809970,IN001080500,India,-81.0,-59.0,-72.0,-46.0,23.0,0.0
06-04-2020,30.0,hyderabad,Telangana,6809970,IN001080500,India,-81.0,-62.0,-75.0,-71.0,35.0,51.0
07-04-2020,32.1,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-52.0,-70.0,-71.0,33.0,0.0
08-04-2020,31.6,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-52.0,-69.0,-71.0,32.0,17.0
09-04-2020,29.7,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-52.0,-70.0,-71.0,34.0,3.0
10-04-2020,30.1,hyderabad,Telangana,6809970,IN001080500,India,-85.0,-52.0,-70.0,-73.0,36.0,3.0
11-04-2020,30.3,hyderabad,Telangana,6809970,IN001080500,India,-86.0,-56.0,-71.0,-67.0,33.0,0.0
12-04-2020,33.1,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-52.0,-67.0,-47.0,23.0,9.0
13-04-2020,32.9,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-54.0,-71.0,-70.0,35.0,10.0
14-04-2020,32.9,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-54.0,-70.0,-73.0,33.0,45.0
15-04-2020,33.4,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-52.0,-68.0,-69.0,32.0,40.0
16-04-2020,34.0,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-47.0,-68.0,-70.0,34.0,5.0
17-04-2020,33.8,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-48.0,-68.0,-70.0,35.0,33.0
18-04-2020,32.8,hyderabad,Telangana,6809970,IN001080500,India,-90.0,-54.0,-70.0,-63.0,31.0,50.0
19-04-2020,31.2,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-50.0,-67.0,-46.0,23.0,31.0
20-04-2020,32.3,hyderabad,Telangana,6809970,IN001080500,India,-90.0,-53.0,-71.0,-69.0,35.0,0.0
21-04-2020,33.4,hyderabad,Telangana,6809970,IN001080500,India,-90.0,-53.0,-70.0,-70.0,33.0,12.0
22-04-2020,33.7,hyderabad,Telangana,6809970,IN001080500,India,-90.0,-55.0,-71.0,-70.0,34.0,19.0
23-04-2020,34.8,hyderabad,Telangana,6809970,IN001080500,India,-90.0,-53.0,-71.0,-71.0,35.0,10.0
24-04-2020,33.1,hyderabad,Telangana,6809970,IN001080500,India,-90.0,-50.0,-70.0,-70.0,35.0,13.0
25-04-2020,34.2,hyderabad,Telangana,6809970,IN001080500,India,-91.0,-53.0,-71.0,-65.0,33.0,0.0
26-04-2020,32.7,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-49.0,-68.0,-46.0,24.0,6.0
27-04-2020,33.2,hyderabad,Telangana,6809970,IN001080500,India,-90.0,-52.0,-71.0,-69.0,36.0,0.0
28-04-2020,29.9,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-51.0,-69.0,-70.0,32.0,2.0
29-04-2020,32.6,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-49.0,-68.0,-68.0,32.0,6.0
30-04-2020,33.7,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-49.0,-69.0,-68.0,33.0,0.0
30-04-2020,33.7,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-49.0,-69.0,-68.0,33.0,0.0
01-05-2020,30.2,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-48.0,-69.0,-71.0,35.0,3.0
02-05-2020,32.7,hyderabad,Telangana,6809970,IN001080500,India,-89.0,-48.0,-68.0,-60.0,30.0,5.0
03-05-2020,35.9,hyderabad,Telangana,6809970,IN001080500,India,-88.0,-45.0,-65.0,-42.0,21.0,39.0
04-05-2020,34.1,hyderabad,Telangana,6809970,IN001080500,India,-88.0,-46.0,-67.0,-65.0,32.0,20.0
05-05-2020,34.2,hyderabad,Telangana,6809970,IN001080500,India,-87.0,-44.0,-65.0,-65.0,30.0,3.0
06-05-2020,34.0,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-33.0,-57.0,-62.0,28.0,0.0
07-05-2020,31.6,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-34.0,-58.0,-61.0,29.0,21.0
08-05-2020,32.1,hyderabad,Telangana,6809970,IN001080500,India,-83.0,-30.0,-55.0,-59.0,29.0,39.0
09-05-2020,34.4,hyderabad,Telangana,6809970,IN001080500,India,-85.0,-36.0,-58.0,-55.0,26.0,31.0
09-05-2020,34.4,hyderabad,Telangana,6809970,IN001080500,India,-85.0,-36.0,-58.0,-55.0,26.0,0.0
10-05-2020,30.1,hyderabad,Telangana,6809970,IN001080500,India,-84.0,-31.0,-54.0,-35.0,18.0,0.0
11-05-2020,32.1,hyderabad,Telangana,6809970,IN001080500,India,-83.0,-33.0,-57.0,-57.0,28.0,26.0
12-05-2020,32.0,hyderabad,Telangana,6809970,IN001080500,India,-83.0,-32.0,-56.0,-58.0,26.0,121.0
13-05-2020,32.3,hyderabad,Telangana,6809970,IN001080500,India,-83.0,-31.0,-55.0,-56.0,25.0,52.0
02-03-2020,25.7,ahmedabad,Gujarat,5570585,IN005010600,India,-4.0,1.0,-2.0,5.0,1.0,0.0
03-03-2020,26.4,ahmedabad,Gujarat,5570585,IN005010600,India,-3.0,2.0,-2.0,4.0,1.0,0.0
04-03-2020,25.6,ahmedabad,Gujarat,5570585,IN005010600,India,-2.0,3.0,0.0,4.0,1.0,0.0
05-03-2020,23.9,ahmedabad,Gujarat,5570585,IN005010600,India,-4.0,1.0,-2.0,3.0,2.0,0.0
06-03-2020,22.4,ahmedabad,Gujarat,5570585,IN005010600,India,-3.0,3.0,-1.0,5.0,1.0,0.0
07-03-2020,21.8,ahmedabad,Gujarat,5570585,IN005010600,India,-2.0,4.0,3.0,8.0,0.0,0.0
08-03-2020,23.8,ahmedabad,Gujarat,5570585,IN005010600,India,-4.0,3.0,-1.0,12.0,1.0,0.0
09-03-2020,26.2,ahmedabad,Gujarat,5570585,IN005010600,India,0.0,7.0,-3.0,-11.0,3.0,0.0
10-03-2020,24.9,ahmedabad,Gujarat,5570585,IN005010600,India,-11.0,-31.0,-17.0,-70.0,14.0,0.0
11-03-2020,22.8,ahmedabad,Gujarat,5570585,IN005010600,India,-3.0,1.0,3.0,-5.0,0.0,0.0
12-03-2020,22.1,ahmedabad,Gujarat,5570585,IN005010600,India,-4.0,-1.0,-3.0,-2.0,1.0,0.0
13-03-2020,21.8,ahmedabad,Gujarat,5570585,IN005010600,India,-6.0,0.0,-4.0,2.0,1.0,0.0
14-03-2020,22.1,ahmedabad,Gujarat,5570585,IN005010600,India,-7.0,1.0,-7.0,0.0,3.0,0.0
15-03-2020,24.1,ahmedabad,Gujarat,5570585,IN005010600,India,-9.0,-3.0,-7.0,2.0,3.0,0.0
16-03-2020,25.1,ahmedabad,Gujarat,5570585,IN005010600,India,-7.0,3.0,-5.0,-1.0,3.0,0.0
17-03-2020,27.1,ahmedabad,Gujarat,5570585,IN005010600,India,-9.0,0.0,-7.0,-3.0,2.0,0.0
18-03-2020,28.5,ahmedabad,Gujarat,5570585,IN005010600,India,-9.0,-1.0,-8.0,-4.0,2.0,0.0
19-03-2020,30.7,ahmedabad,Gujarat,5570585,IN005010600,India,-11.0,3.0,-11.0,-5.0,3.0,0.0
20-03-2020,27.1,ahmedabad,Gujarat,5570585,IN005010600,India,-18.0,9.0,-15.0,-5.0,4.0,0.0
21-03-2020,28.3,ahmedabad,Gujarat,5570585,IN005010600,India,-32.0,-3.0,-22.0,-10.0,8.0,3.0
22-03-2020,29.5,ahmedabad,Gujarat,5570585,IN005010600,India,-79.0,-78.0,-67.0,-57.0,25.0,2.0
23-03-2020,30.7,ahmedabad,Gujarat,5570585,IN005010600,India,-62.0,-41.0,-53.0,-52.0,24.0,3.0
24-03-2020,31.0,ahmedabad,Gujarat,5570585,IN005010600,India,-74.0,-58.0,-65.0,-71.0,31.0,6.0
25-03-2020,29.4,ahmedabad,Gujarat,5570585,IN005010600,India,-78.0,-64.0,-69.0,-76.0,33.0,0.0
26-03-2020,25.9,ahmedabad,Gujarat,5570585,IN005010600,India,-78.0,-64.0,-69.0,-75.0,34.0,0.0
27-03-2020,24.8,ahmedabad,Gujarat,5570585,IN005010600,India,-78.0,-66.0,-70.0,-74.0,34.0,0.0
28-03-2020,26.8,ahmedabad,Gujarat,5570585,IN005010600,India,-81.0,-70.0,-72.0,-74.0,35.0,0.0
29-03-2020,27.8,ahmedabad,Gujarat,5570585,IN005010600,India,-82.0,-72.0,-72.0,-59.0,28.0,3.0
30-03-2020,30.3,ahmedabad,Gujarat,5570585,IN005010600,India,-79.0,-68.0,-72.0,-74.0,35.0,4.0
31-03-2020,30.2,ahmedabad,Gujarat,5570585,IN005010600,India,-79.0,-67.0,-71.0,-73.0,33.0,1.0
01-04-2020,29.1,ahmedabad,Gujarat,5570585,IN005010600,India,-79.0,-67.0,-70.0,-73.0,33.0,1.0
02-04-2020,29.3,ahmedabad,Gujarat,5570585,IN005010600,India,-79.0,-69.0,-71.0,-75.0,35.0,8.0
03-04-2020,30.4,ahmedabad,Gujarat,5570585,IN005010600,India,-78.0,-66.0,-70.0,-71.0,33.0,0.0
04-04-2020,30.7,ahmedabad,Gujarat,5570585,IN005010600,India,-79.0,-67.0,-71.0,-69.0,33.0,7.0
05-04-2020,31.7,ahmedabad,Gujarat,5570585,IN005010600,India,-81.0,-71.0,-71.0,-55.0,26.0,7.0
06-04-2020,32.3,ahmedabad,Gujarat,5570585,IN005010600,India,-80.0,-68.0,-72.0,-74.0,35.0,8.0
07-04-2020,31.7,ahmedabad,Gujarat,5570585,IN005010600,India,-81.0,-59.0,-64.0,-72.0,33.0,11.0
08-04-2020,31.3,ahmedabad,Gujarat,5570585,IN005010600,India,-82.0,-61.0,-65.0,-73.0,33.0,19.0
09-04-2020,31.6,ahmedabad,Gujarat,5570585,IN005010600,India,-82.0,-60.0,-66.0,-73.0,36.0,0.0
10-04-2020,32.2,ahmedabad,Gujarat,5570585,IN005010600,India,-82.0,-61.0,-67.0,-74.0,36.0,59.0
11-04-2020,33.5,ahmedabad,Gujarat,5570585,IN005010600,India,-83.0,-63.0,-67.0,-73.0,37.0,55.0
12-04-2020,34.1,ahmedabad,Gujarat,5570585,IN005010600,India,-84.0,-66.0,-67.0,-57.0,28.0,46.0
13-04-2020,33.8,ahmedabad,Gujarat,5570585,IN005010600,India,-82.0,-62.0,-67.0,-72.0,37.0,39.0
14-04-2020,34.7,ahmedabad,Gujarat,5570585,IN005010600,India,-82.0,-63.0,-66.0,-74.0,35.0,38.0
15-04-2020,33.1,ahmedabad,Gujarat,5570585,IN005010600,India,-82.0,-59.0,-63.0,-70.0,34.0,53.0
16-04-2020,34.2,ahmedabad,Gujarat,5570585,IN005010600,India,-88.0,-53.0,-62.0,-71.0,35.0,77.0
17-04-2020,33.4,ahmedabad,Gujarat,5570585,IN005010600,India,-88.0,-53.0,-62.0,-70.0,35.0,95.0
18-04-2020,33.9,ahmedabad,Gujarat,5570585,IN005010600,India,-89.0,-60.0,-65.0,-68.0,35.0,78.0
19-04-2020,33.6,ahmedabad,Gujarat,5570585,IN005010600,India,-90.0,-63.0,-66.0,-54.0,28.0,239.0
20-04-2020,33.4,ahmedabad,Gujarat,5570585,IN005010600,India,-89.0,-57.0,-65.0,-69.0,36.0,0.0
21-04-2020,34.0,ahmedabad,Gujarat,5570585,IN005010600,India,-88.0,-57.0,-63.0,-69.0,34.0,147.0
24-04-2020,33.3,ahmedabad,Gujarat,5570585,IN005010600,India,-88.0,-56.0,-64.0,-68.0,35.0,151.0
25-04-2020,32.6,ahmedabad,Gujarat,5570585,IN005010600,India,-89.0,-58.0,-64.0,-67.0,36.0,169.0
26-04-2020,33.8,ahmedabad,Gujarat,5570585,IN005010600,India,-88.0,-57.0,-62.0,-47.0,27.0,182.0
27-04-2020,33.7,ahmedabad,Gujarat,5570585,IN005010600,India,-87.0,-55.0,-63.0,-65.0,35.0,0.0
28-04-2020,34.8,ahmedabad,Gujarat,5570585,IN005010600,India,-87.0,-54.0,-61.0,-65.0,32.0,275.0
01-05-2020,36.4,ahmedabad,Gujarat,5570585,IN005010600,India,-87.0,-53.0,-62.0,-64.0,33.0,314.0
02-05-2020,35.4,ahmedabad,Gujarat,5570585,IN005010600,India,-87.0,-54.0,-61.0,-60.0,33.0,366.0
03-05-2020,35.6,ahmedabad,Gujarat,5570585,IN005010600,India,-88.0,-57.0,-62.0,-46.0,26.0,333.0
04-05-2020,35.3,ahmedabad,Gujarat,5570585,IN005010600,India,-85.0,-49.0,-60.0,-60.0,32.0,368.0
05-05-2020,36.3,ahmedabad,Gujarat,5570585,IN005010600,India,-85.0,-49.0,-59.0,-61.0,31.0,372.0
06-05-2020,36.3,ahmedabad,Gujarat,5570585,IN005010600,India,-84.0,-45.0,-55.0,-60.0,30.0,472.0
07-05-2020,35.5,ahmedabad,Gujarat,5570585,IN005010600,India,-84.0,-47.0,-58.0,-61.0,31.0,390.0
08-05-2020,36.1,ahmedabad,Gujarat,5570585,IN005010600,India,-84.0,-46.0,-58.0,-60.0,31.0,406.0
09-05-2020,35.7,ahmedabad,Gujarat,5570585,IN005010600,India,-86.0,-51.0,-60.0,-60.0,33.0,406.0
09-05-2020,35.7,ahmedabad,Gujarat,5570585,IN005010600,India,-86.0,-51.0,-60.0,-60.0,33.0,0.0
10-05-2020,35.7,ahmedabad,Gujarat,5570585,IN005010600,India,-87.0,-57.0,-61.0,-43.0,25.0,0.0
11-05-2020,34.8,ahmedabad,Gujarat,5570585,IN005010600,India,-85.0,-51.0,-60.0,-60.0,32.0,562.0
12-05-2020,35.4,ahmedabad,Gujarat,5570585,IN005010600,India,-85.0,-51.0,-58.0,-60.0,31.0,396.0
13-05-2020,36.4,ahmedabad,Gujarat,5570585,IN005010600,India,-85.0,-52.0,-57.0,-59.0,30.0,680.0
02-03-2020,27.9,chennai,Tamil Nadu,4681087,IN020040900,India,-1.0,3.0,-2.0,8.0,1.0,0.0
03-03-2020,28.6,chennai,Tamil Nadu,4681087,IN020040900,India,1.0,3.0,-1.0,5.0,1.0,0.0
04-03-2020,28.6,chennai,Tamil Nadu,4681087,IN020040900,India,3.0,6.0,5.0,6.0,0.0,0.0
05-03-2020,28.7,chennai,Tamil Nadu,4681087,IN020040900,India,3.0,3.0,5.0,3.0,0.0,0.0
06-03-2020,28.8,chennai,Tamil Nadu,4681087,IN020040900,India,4.0,5.0,5.0,4.0,0.0,0.0
07-03-2020,28.8,chennai,Tamil Nadu,4681087,IN020040900,India,0.0,2.0,4.0,7.0,0.0,0.0
08-03-2020,28.7,chennai,Tamil Nadu,4681087,IN020040900,India,2.0,5.0,1.0,1.0,1.0,0.0
09-03-2020,28.2,chennai,Tamil Nadu,4681087,IN020040900,India,-1.0,4.0,0.0,5.0,1.0,0.0
10-03-2020,28.3,chennai,Tamil Nadu,4681087,IN020040900,India,1.0,4.0,-1.0,2.0,2.0,0.0
11-03-2020,28.3,chennai,Tamil Nadu,4681087,IN020040900,India,-1.0,4.0,2.0,5.0,0.0,0.0
12-03-2020,28.6,chennai,Tamil Nadu,4681087,IN020040900,India,-2.0,2.0,0.0,4.0,1.0,0.0
13-03-2020,28.1,chennai,Tamil Nadu,4681087,IN020040900,India,0.0,3.0,1.0,4.0,1.0,0.0
14-03-2020,27.4,chennai,Tamil Nadu,4681087,IN020040900,India,-4.0,1.0,-3.0,1.0,3.0,0.0
15-03-2020,28.8,chennai,Tamil Nadu,4681087,IN020040900,India,-8.0,3.0,-7.0,1.0,3.0,0.0
16-03-2020,29.3,chennai,Tamil Nadu,4681087,IN020040900,India,-7.0,5.0,-5.0,5.0,3.0,0.0
17-03-2020,29.3,chennai,Tamil Nadu,4681087,IN020040900,India,-8.0,7.0,-5.0,-5.0,4.0,0.0
18-03-2020,29.2,chennai,Tamil Nadu,4681087,IN020040900,India,-13.0,10.0,-7.0,-6.0,5.0,0.0
19-03-2020,29.7,chennai,Tamil Nadu,4681087,IN020040900,India,-17.0,7.0,-12.0,-7.0,7.0,1.0
20-03-2020,29.2,chennai,Tamil Nadu,4681087,IN020040900,India,-18.0,11.0,-14.0,-10.0,7.0,1.0
21-03-2020,29.4,chennai,Tamil Nadu,4681087,IN020040900,India,-25.0,17.0,-15.0,-9.0,7.0,0.0
22-03-2020,29.3,chennai,Tamil Nadu,4681087,IN020040900,India,-78.0,-79.0,-67.0,-46.0,22.0,1.0
23-03-2020,28.8,chennai,Tamil Nadu,4681087,IN020040900,India,-26.0,21.0,-24.0,-29.0,13.0,1.0
24-03-2020,28.8,chennai,Tamil Nadu,4681087,IN020040900,India,-41.0,5.0,-31.0,-48.0,17.0,1.0
25-03-2020,28.7,chennai,Tamil Nadu,4681087,IN020040900,India,-79.0,-65.0,-70.0,-75.0,34.0,5.0
26-03-2020,29.1,chennai,Tamil Nadu,4681087,IN020040900,India,-80.0,-66.0,-71.0,-74.0,37.0,1.0
27-03-2020,29.0,chennai,Tamil Nadu,4681087,IN020040900,India,-80.0,-65.0,-71.0,-74.0,36.0,2.0
28-03-2020,28.5,chennai,Tamil Nadu,4681087,IN020040900,India,-81.0,-66.0,-71.0,-69.0,32.0,2.0
29-03-2020,28.8,chennai,Tamil Nadu,4681087,IN020040900,India,-78.0,-63.0,-68.0,-46.0,24.0,1.0
30-03-2020,28.7,chennai,Tamil Nadu,4681087,IN020040900,India,-79.0,-63.0,-71.0,-72.0,36.0,0.0
31-03-2020,29.3,chennai,Tamil Nadu,4681087,IN020040900,India,-77.0,-61.0,-68.0,-72.0,33.0,5.0
01-04-2020,30.1,chennai,Tamil Nadu,4681087,IN020040900,India,-78.0,-61.0,-68.0,-72.0,34.0,4.0
02-04-2020,30.3,chennai,Tamil Nadu,4681087,IN020040900,India,-78.0,-61.0,-68.0,-72.0,35.0,1.0
03-04-2020,29.9,chennai,Tamil Nadu,4681087,IN020040900,India,-77.0,-59.0,-68.0,-71.0,35.0,20.0
04-04-2020,30.0,chennai,Tamil Nadu,4681087,IN020040900,India,-78.0,-62.0,-68.0,-64.0,31.0,35.0
05-04-2020,30.7,chennai,Tamil Nadu,4681087,IN020040900,India,-78.0,-64.0,-67.0,-41.0,23.0,7.0
06-04-2020,30.9,chennai,Tamil Nadu,4681087,IN020040900,India,-79.0,-63.0,-70.0,-72.0,36.0,7.0
07-04-2020,30.7,chennai,Tamil Nadu,4681087,IN020040900,India,-82.0,-51.0,-61.0,-71.0,33.0,15.0
08-04-2020,30.8,chennai,Tamil Nadu,4681087,IN020040900,India,-82.0,-51.0,-61.0,-71.0,33.0,39.0
09-04-2020,27.9,chennai,Tamil Nadu,4681087,IN020040900,India,-83.0,-52.0,-62.0,-71.0,36.0,7.0
10-04-2020,29.8,chennai,Tamil Nadu,4681087,IN020040900,India,-83.0,-50.0,-63.0,-73.0,36.0,7.0
11-04-2020,29.8,chennai,Tamil Nadu,4681087,IN020040900,India,-83.0,-52.0,-62.0,-65.0,32.0,9.0
12-04-2020,29.6,chennai,Tamil Nadu,4681087,IN020040900,India,-82.0,-52.0,-60.0,-41.0,23.0,10.0
13-04-2020,29.6,chennai,Tamil Nadu,4681087,IN020040900,India,-82.0,-50.0,-63.0,-69.0,36.0,18.0
14-04-2020,29.6,chennai,Tamil Nadu,4681087,IN020040900,India,-83.0,-55.0,-64.0,-74.0,36.0,9.0
15-04-2020,30.2,chennai,Tamil Nadu,4681087,IN020040900,India,-82.0,-51.0,-60.0,-69.0,34.0,5.0
16-04-2020,30.3,chennai,Tamil Nadu,4681087,IN020040900,India,-87.0,-46.0,-59.0,-69.0,36.0,5.0
17-04-2020,31.2,chennai,Tamil Nadu,4681087,IN020040900,India,-86.0,-44.0,-59.0,-69.0,36.0,3.0
18-04-2020,31.2,chennai,Tamil Nadu,4681087,IN020040900,India,-88.0,-50.0,-60.0,-61.0,31.0,11.0
19-04-2020,30.9,chennai,Tamil Nadu,4681087,IN020040900,India,-87.0,-51.0,-59.0,-39.0,23.0,7.0
