city,state,population,country,date,retail_and_recreation,grocery_and_pharnacy,transit_stations,workplaces,residential
Chennai,Tamil Nadu,4681087,India,2020-03-05,3.0,3.0,5.0,3.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-06,4.0,5.0,5.0,4.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-07,0.0,2.0,4.0,7.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-08,2.0,5.0,1.0,1.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-09,-1.0,4.0,0.0,5.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-10,1.0,4.0,-1.0,2.0,2.0
Chennai,Tamil Nadu,4681087,India,2020-03-11,-1.0,4.0,2.0,5.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-12,-2.0,2.0,0.0,4.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-13,0.0,3.0,1.0,4.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-14,-4.0,1.0,-3.0,1.0,3.0
Chennai,Tamil Nadu,4681087,India,2020-03-15,-8.0,3.0,-7.0,1.0,3.0
Chennai,Tamil Nadu,4681087,India,2020-03-16,-7.0,5.0,-5.0,5.0,3.0
Chennai,Tamil Nadu,4681087,India,2020-03-17,-8.0,7.0,-5.0,-5.0,4.0
Chennai,Tamil Nadu,4681087,India,2020-03-18,-13.0,10.0,-7.0,-6.0,5.0
Chennai,Tamil Nadu,4681087,India,2020-03-19,-17.0,7.0,-12.0,-7.0,7.0
Chennai,Tamil Nadu,4681087,India,2020-03-20,-18.0,11.0,-14.0,-10.0,7.0
Chennai,Tamil Nadu,4681087,India,2020-03-21,-25.0,17.0,-15.0,-9.0,7.0
Chennai,Tamil Nadu,4681087,India,2020-03-22,-78.0,-79.0,-67.0,-46.0,22.0
Chennai,Tamil Nadu,4681087,India,2020-03-23,-26.0,21.0,-24.0,-29.0,13.0
Chennai,Tamil Nadu,4681087,India,2020-03-24,-41.0,5.0,-31.0,-48.0,17.0
Chennai,Tamil Nadu,4681087,India,2020-03-25,-79.0,-65.0,-70.0,-75.0,34.0
Chennai,Tamil Nadu,4681087,India,2020-03-26,-80.0,-66.0,-71.0,-74.0,37.0
Chennai,Tamil Nadu,4681087,India,2020-03-27,-80.0,-65.0,-71.0,-74.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-03-28,-81.0,-66.0,-71.0,-69.0,32.0
Chennai,Tamil Nadu,4681087,India,2020-03-29,-78.0,-63.0,-68.0,-46.0,24.0
Chennai,Tamil Nadu,4681087,India,2020-03-30,-79.0,-63.0,-71.0,-72.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-03-31,-77.0,-61.0,-68.0,-72.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-01,-78.0,-61.0,-68.0,-72.0,34.0
Chennai,Tamil Nadu,4681087,India,2020-04-02,-78.0,-61.0,-68.0,-72.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-03,-77.0,-59.0,-68.0,-71.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-04,-78.0,-62.0,-68.0,-64.0,31.0
Chennai,Tamil Nadu,4681087,India,2020-04-05,-78.0,-64.0,-67.0,-41.0,23.0
Chennai,Tamil Nadu,4681087,India,2020-04-06,-79.0,-63.0,-70.0,-72.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-07,-82.0,-51.0,-61.0,-71.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-08,-82.0,-51.0,-61.0,-71.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-09,-83.0,-52.0,-62.0,-71.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-10,-83.0,-50.0,-63.0,-73.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-11,-83.0,-52.0,-62.0,-65.0,32.0
Chennai,Tamil Nadu,4681087,India,2020-04-12,-82.0,-52.0,-60.0,-41.0,23.0
Chennai,Tamil Nadu,4681087,India,2020-04-13,-82.0,-50.0,-63.0,-69.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-14,-83.0,-55.0,-64.0,-74.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-15,-82.0,-51.0,-60.0,-69.0,34.0
Chennai,Tamil Nadu,4681087,India,2020-04-16,-87.0,-46.0,-59.0,-69.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-17,-86.0,-44.0,-59.0,-69.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-18,-88.0,-50.0,-60.0,-61.0,31.0
Chennai,Tamil Nadu,4681087,India,2020-04-19,-87.0,-51.0,-59.0,-39.0,23.0
Chennai,Tamil Nadu,4681087,India,2020-04-20,-87.0,-48.0,-61.0,-66.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-21,-86.0,-45.0,-59.0,-68.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-22,-86.0,-46.0,-59.0,-67.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-23,-87.0,-47.0,-60.0,-67.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-24,-86.0,-44.0,-60.0,-67.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-25,-85.0,-32.0,-57.0,-62.0,30.0
Chennai,Tamil Nadu,4681087,India,2020-04-26,-91.0,-70.0,-67.0,-44.0,26.0
Chennai,Tamil Nadu,4681087,India,2020-04-27,-90.0,-64.0,-67.0,-70.0,39.0
Chennai,Tamil Nadu,4681087,India,2020-04-28,-89.0,-62.0,-64.0,-71.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-29,-88.0,-59.0,-62.0,-69.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-30,-84.0,-32.0,-56.0,-65.0,34.0
Chennai,Tamil Nadu,4681087,India,2020-05-01,-86.0,-42.0,-60.0,-70.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-05-02,-86.0,-45.0,-59.0,-58.0,30.0
Chennai,Tamil Nadu,4681087,India,2020-05-03,-86.0,-50.0,-59.0,-35.0,22.0
Chennai,Tamil Nadu,4681087,India,2020-05-04,-82.0,-36.0,-56.0,-58.0,32.0
Chennai,Tamil Nadu,4681087,India,2020-05-05,-81.0,-35.0,-54.0,-60.0,31.0
Chennai,Tamil Nadu,4681087,India,2020-05-06,-80.0,-29.0,-50.0,-57.0,29.0
Chennai,Tamil Nadu,4681087,India,2020-05-07,-79.0,-29.0,-49.0,-56.0,30.0
Chennai,Tamil Nadu,4681087,India,2020-05-08,-79.0,-27.0,-50.0,-55.0,29.0
Chennai,Tamil Nadu,4681087,India,2020-05-09,-80.0,-30.0,-50.0,-47.0,26.0
Kolkata,West Bengal,4486679,India,2020-02-15,-3.0,1.0,-1.0,6.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-16,-2.0,1.0,-2.0,2.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-17,-3.0,-2.0,-1.0,3.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-18,-2.0,-1.0,-2.0,2.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-19,-4.0,1.0,3.0,11.0,-1.0
Kolkata,West Bengal,4486679,India,2020-02-20,-3.0,1.0,0.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-02-21,-6.0,0.0,-6.0,-7.0,3.0
Kolkata,West Bengal,4486679,India,2020-02-22,-7.0,-3.0,-6.0,0.0,2.0
Kolkata,West Bengal,4486679,India,2020-02-23,-3.0,1.0,-3.0,3.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-24,-5.0,-3.0,-3.0,2.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-25,-10.0,-11.0,-8.0,-1.0,3.0
Kolkata,West Bengal,4486679,India,2020-02-26,-2.0,2.0,5.0,9.0,-2.0
Kolkata,West Bengal,4486679,India,2020-02-27,-1.0,1.0,1.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-02-28,-1.0,2.0,2.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-02-29,-3.0,2.0,0.0,9.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-01,-2.0,5.0,0.0,4.0,1.0
Kolkata,West Bengal,4486679,India,2020-03-02,-2.0,1.0,0.0,3.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-03,-8.0,-8.0,-4.0,2.0,1.0
Kolkata,West Bengal,4486679,India,2020-03-04,0.0,7.0,7.0,11.0,-2.0
Kolkata,West Bengal,4486679,India,2020-03-05,0.0,5.0,3.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-06,-1.0,5.0,4.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-07,-2.0,5.0,4.0,7.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-08,5.0,15.0,7.0,5.0,-1.0
Kolkata,West Bengal,4486679,India,2020-03-09,-22.0,-20.0,-33.0,-51.0,13.0
Kolkata,West Bengal,4486679,India,2020-03-10,-15.0,-15.0,-19.0,-36.0,7.0
Kolkata,West Bengal,4486679,India,2020-03-11,-3.0,3.0,6.0,5.0,-3.0
Kolkata,West Bengal,4486679,India,2020-03-12,-3.0,2.0,1.0,4.0,-1.0
Kolkata,West Bengal,4486679,India,2020-03-13,-4.0,1.0,0.0,3.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-14,-9.0,-4.0,-6.0,1.0,1.0
Kolkata,West Bengal,4486679,India,2020-03-15,-6.0,1.0,-5.0,3.0,2.0
Kolkata,West Bengal,4486679,India,2020-03-16,-6.0,-1.0,-5.0,-2.0,2.0
Kolkata,West Bengal,4486679,India,2020-03-17,-8.0,-2.0,-10.0,-7.0,3.0
Kolkata,West Bengal,4486679,India,2020-03-18,-10.0,2.0,-6.0,1.0,2.0
Kolkata,West Bengal,4486679,India,2020-03-19,-13.0,2.0,-14.0,-5.0,4.0
Kolkata,West Bengal,4486679,India,2020-03-20,-19.0,-1.0,-18.0,-9.0,6.0
Kolkata,West Bengal,4486679,India,2020-03-21,-29.0,-5.0,-24.0,-8.0,7.0
Kolkata,West Bengal,4486679,India,2020-03-22,-66.0,-63.0,-65.0,-39.0,18.0
Kolkata,West Bengal,4486679,India,2020-03-23,-42.0,-14.0,-50.0,-41.0,16.0
Kolkata,West Bengal,4486679,India,2020-03-24,-67.0,-56.0,-73.0,-64.0,26.0
Kolkata,West Bengal,4486679,India,2020-03-25,-71.0,-58.0,-75.0,-65.0,26.0
Kolkata,West Bengal,4486679,India,2020-03-26,-71.0,-61.0,-77.0,-66.0,28.0
Kolkata,West Bengal,4486679,India,2020-03-27,-71.0,-60.0,-76.0,-65.0,28.0
Kolkata,West Bengal,4486679,India,2020-03-28,-72.0,-62.0,-77.0,-60.0,27.0
Kolkata,West Bengal,4486679,India,2020-03-29,-71.0,-60.0,-74.0,-41.0,22.0
Kolkata,West Bengal,4486679,India,2020-03-30,-70.0,-62.0,-77.0,-64.0,29.0
Kolkata,West Bengal,4486679,India,2020-03-31,-69.0,-60.0,-76.0,-64.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-01,-69.0,-59.0,-75.0,-62.0,25.0
Kolkata,West Bengal,4486679,India,2020-04-02,-68.0,-58.0,-75.0,-62.0,26.0
Kolkata,West Bengal,4486679,India,2020-04-03,-68.0,-58.0,-75.0,-62.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-04,-70.0,-59.0,-75.0,-55.0,25.0
Kolkata,West Bengal,4486679,India,2020-04-05,-69.0,-57.0,-73.0,-37.0,20.0
Kolkata,West Bengal,4486679,India,2020-04-06,-68.0,-58.0,-75.0,-62.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-07,-69.0,-48.0,-71.0,-62.0,26.0
Kolkata,West Bengal,4486679,India,2020-04-08,-70.0,-46.0,-70.0,-60.0,24.0
Kolkata,West Bengal,4486679,India,2020-04-09,-69.0,-46.0,-71.0,-61.0,26.0
Kolkata,West Bengal,4486679,India,2020-04-10,-70.0,-47.0,-71.0,-63.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-11,-71.0,-47.0,-71.0,-56.0,26.0
Kolkata,West Bengal,4486679,India,2020-04-12,-70.0,-46.0,-68.0,-37.0,20.0
Kolkata,West Bengal,4486679,India,2020-04-13,-69.0,-48.0,-72.0,-61.0,28.0
Kolkata,West Bengal,4486679,India,2020-04-14,-69.0,-49.0,-72.0,-64.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-15,-72.0,-48.0,-70.0,-58.0,25.0
Kolkata,West Bengal,4486679,India,2020-04-16,-85.0,-37.0,-70.0,-60.0,26.0
Kolkata,West Bengal,4486679,India,2020-04-17,-85.0,-39.0,-70.0,-60.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-18,-87.0,-45.0,-71.0,-55.0,25.0
Kolkata,West Bengal,4486679,India,2020-04-19,-87.0,-43.0,-68.0,-38.0,21.0
Kolkata,West Bengal,4486679,India,2020-04-20,-86.0,-45.0,-72.0,-60.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-21,-87.0,-49.0,-73.0,-63.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-22,-86.0,-41.0,-69.0,-58.0,24.0
Kolkata,West Bengal,4486679,India,2020-04-23,-86.0,-44.0,-71.0,-60.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-24,-86.0,-43.0,-71.0,-60.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-25,-87.0,-44.0,-71.0,-56.0,26.0
Kolkata,West Bengal,4486679,India,2020-04-26,-86.0,-43.0,-68.0,-37.0,22.0
Kolkata,West Bengal,4486679,India,2020-04-27,-86.0,-45.0,-72.0,-60.0,29.0
Kolkata,West Bengal,4486679,India,2020-04-28,-86.0,-46.0,-72.0,-61.0,27.0
Kolkata,West Bengal,4486679,India,2020-04-29,-85.0,-38.0,-67.0,-56.0,25.0
Kolkata,West Bengal,4486679,India,2020-04-30,-86.0,-38.0,-68.0,-57.0,26.0
Kolkata,West Bengal,4486679,India,2020-05-01,-88.0,-45.0,-72.0,-63.0,28.0
Kolkata,West Bengal,4486679,India,2020-05-02,-87.0,-40.0,-68.0,-51.0,25.0
Kolkata,West Bengal,4486679,India,2020-05-03,-86.0,-38.0,-66.0,-34.0,20.0
Kolkata,West Bengal,4486679,India,2020-05-04,-85.0,-38.0,-68.0,-56.0,26.0
Kolkata,West Bengal,4486679,India,2020-05-05,-84.0,-37.0,-67.0,-56.0,25.0
Kolkata,West Bengal,4486679,India,2020-05-06,-83.0,-32.0,-64.0,-52.0,22.0
Kolkata,West Bengal,4486679,India,2020-05-07,-83.0,-32.0,-66.0,-56.0,25.0
Kolkata,West Bengal,4486679,India,2020-05-08,-83.0,-32.0,-66.0,-55.0,25.0
Kolkata,West Bengal,4486679,India,2020-05-09,-84.0,-35.0,-66.0,-48.0,23.0
Jaipur,Rajasthan,3046163,India,2020-02-15,2.0,2.0,4.0,5.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-02-16,3.0,1.0,3.0,0.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-02-17,2.0,1.0,4.0,3.0,-2.0
Jaipur,Rajasthan,3046163,India,2020-02-18,3.0,4.0,5.0,5.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-02-19,3.0,5.0,4.0,7.0,0.0
Jaipur,Rajasthan,3046163,India,2020-02-20,2.0,6.0,8.0,5.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-02-21,-3.0,1.0,-2.0,-17.0,4.0
Jaipur,Rajasthan,3046163,India,2020-02-22,0.0,1.0,1.0,1.0,0.0
Jaipur,Rajasthan,3046163,India,2020-02-23,-1.0,1.0,4.0,-1.0,1.0
Jaipur,Rajasthan,3046163,India,2020-02-24,3.0,3.0,8.0,1.0,-2.0
Jaipur,Rajasthan,3046163,India,2020-02-25,6.0,3.0,9.0,-3.0,-3.0
Jaipur,Rajasthan,3046163,India,2020-02-26,5.0,2.0,8.0,0.0,-3.0
Jaipur,Rajasthan,3046163,India,2020-02-27,1.0,2.0,5.0,2.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-02-28,0.0,1.0,3.0,4.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-02-29,-1.0,0.0,4.0,7.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-03-01,-1.0,1.0,4.0,5.0,0.0
Jaipur,Rajasthan,3046163,India,2020-03-02,2.0,4.0,5.0,4.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-03-03,1.0,4.0,6.0,6.0,0.0
Jaipur,Rajasthan,3046163,India,2020-03-04,1.0,6.0,6.0,7.0,0.0
Jaipur,Rajasthan,3046163,India,2020-03-05,-4.0,1.0,3.0,4.0,1.0
Jaipur,Rajasthan,3046163,India,2020-03-06,-5.0,0.0,2.0,5.0,1.0
Jaipur,Rajasthan,3046163,India,2020-03-07,2.0,8.0,14.0,6.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-03-08,1.0,10.0,12.0,5.0,-2.0
Jaipur,Rajasthan,3046163,India,2020-03-09,-3.0,8.0,-2.0,-25.0,3.0
Jaipur,Rajasthan,3046163,India,2020-03-10,-34.0,-40.0,-31.0,-64.0,11.0
Jaipur,Rajasthan,3046163,India,2020-03-11,-3.0,2.0,9.0,-12.0,-2.0
Jaipur,Rajasthan,3046163,India,2020-03-12,-3.0,2.0,8.0,-2.0,-1.0
Jaipur,Rajasthan,3046163,India,2020-03-13,-4.0,3.0,3.0,1.0,0.0
Jaipur,Rajasthan,3046163,India,2020-03-14,-5.0,3.0,1.0,-2.0,1.0
Jaipur,Rajasthan,3046163,India,2020-03-15,-12.0,-4.0,-4.0,0.0,2.0
Jaipur,Rajasthan,3046163,India,2020-03-16,-9.0,-6.0,-4.0,-11.0,2.0
Jaipur,Rajasthan,3046163,India,2020-03-17,-8.0,-1.0,-2.0,-4.0,0.0
Jaipur,Rajasthan,3046163,India,2020-03-18,-8.0,0.0,-5.0,-2.0,1.0
Jaipur,Rajasthan,3046163,India,2020-03-19,-12.0,4.0,-7.0,-5.0,2.0
Jaipur,Rajasthan,3046163,India,2020-03-20,-22.0,-1.0,-12.0,-8.0,4.0
Jaipur,Rajasthan,3046163,India,2020-03-21,-38.0,-14.0,-24.0,-20.0,7.0
Jaipur,Rajasthan,3046163,India,2020-03-22,-75.0,-74.0,-71.0,-51.0,20.0
Jaipur,Rajasthan,3046163,India,2020-03-23,-63.0,-50.0,-62.0,-55.0,18.0
Jaipur,Rajasthan,3046163,India,2020-03-24,-71.0,-61.0,-69.0,-63.0,23.0
Jaipur,Rajasthan,3046163,India,2020-03-25,-74.0,-65.0,-72.0,-66.0,25.0
Jaipur,Rajasthan,3046163,India,2020-03-26,-74.0,-65.0,-72.0,-65.0,25.0
Jaipur,Rajasthan,3046163,India,2020-03-27,-74.0,-65.0,-72.0,-64.0,25.0
Jaipur,Rajasthan,3046163,India,2020-03-28,-74.0,-65.0,-72.0,-63.0,25.0
Jaipur,Rajasthan,3046163,India,2020-03-29,-74.0,-66.0,-72.0,-48.0,20.0
Jaipur,Rajasthan,3046163,India,2020-03-30,-73.0,-64.0,-72.0,-63.0,24.0
Jaipur,Rajasthan,3046163,India,2020-03-31,-73.0,-63.0,-72.0,-62.0,23.0
Jaipur,Rajasthan,3046163,India,2020-04-01,-73.0,-64.0,-72.0,-63.0,24.0
Jaipur,Rajasthan,3046163,India,2020-04-02,-74.0,-65.0,-73.0,-65.0,25.0
Jaipur,Rajasthan,3046163,India,2020-04-03,-74.0,-64.0,-72.0,-61.0,24.0
Jaipur,Rajasthan,3046163,India,2020-04-04,-74.0,-64.0,-72.0,-59.0,24.0
Jaipur,Rajasthan,3046163,India,2020-04-05,-74.0,-66.0,-73.0,-44.0,19.0
Jaipur,Rajasthan,3046163,India,2020-04-06,-74.0,-64.0,-73.0,-64.0,25.0
Jaipur,Rajasthan,3046163,India,2020-04-07,-74.0,-51.0,-67.0,-62.0,23.0
Jaipur,Rajasthan,3046163,India,2020-04-08,-74.0,-51.0,-68.0,-61.0,24.0
Jaipur,Rajasthan,3046163,India,2020-04-09,-75.0,-52.0,-68.0,-62.0,26.0
Jaipur,Rajasthan,3046163,India,2020-04-10,-75.0,-51.0,-69.0,-62.0,26.0
Jaipur,Rajasthan,3046163,India,2020-04-11,-75.0,-52.0,-69.0,-61.0,26.0
Jaipur,Rajasthan,3046163,India,2020-04-12,-76.0,-54.0,-70.0,-45.0,21.0
Jaipur,Rajasthan,3046163,India,2020-04-13,-75.0,-53.0,-69.0,-61.0,26.0
Jaipur,Rajasthan,3046163,India,2020-04-14,-74.0,-51.0,-67.0,-62.0,25.0
Jaipur,Rajasthan,3046163,India,2020-04-15,-74.0,-46.0,-66.0,-58.0,25.0
Jaipur,Rajasthan,3046163,India,2020-04-16,-83.0,-35.0,-65.0,-60.0,26.0
Jaipur,Rajasthan,3046163,India,2020-04-17,-83.0,-35.0,-66.0,-59.0,26.0
Jaipur,Rajasthan,3046163,India,2020-04-18,-83.0,-40.0,-67.0,-57.0,25.0
Jaipur,Rajasthan,3046163,India,2020-04-19,-84.0,-44.0,-68.0,-43.0,21.0
Jaipur,Rajasthan,3046163,India,2020-04-20,-83.0,-41.0,-66.0,-58.0,25.0
Jaipur,Rajasthan,3046163,India,2020-04-21,-82.0,-37.0,-64.0,-57.0,24.0
Jaipur,Rajasthan,3046163,India,2020-04-22,-83.0,-38.0,-65.0,-57.0,24.0
Jaipur,Rajasthan,3046163,India,2020-04-23,-83.0,-40.0,-66.0,-58.0,26.0
Jaipur,Rajasthan,3046163,India,2020-04-24,-83.0,-37.0,-66.0,-56.0,25.0
Jaipur,Rajasthan,3046163,India,2020-04-25,-83.0,-39.0,-67.0,-56.0,26.0
Jaipur,Rajasthan,3046163,India,2020-04-26,-83.0,-43.0,-67.0,-40.0,21.0
Jaipur,Rajasthan,3046163,India,2020-04-27,-82.0,-38.0,-65.0,-56.0,25.0
Jaipur,Rajasthan,3046163,India,2020-04-28,-82.0,-35.0,-63.0,-55.0,23.0
Jaipur,Rajasthan,3046163,India,2020-04-29,-81.0,-33.0,-62.0,-54.0,24.0
Jaipur,Rajasthan,3046163,India,2020-04-30,-81.0,-34.0,-62.0,-54.0,24.0
Jaipur,Rajasthan,3046163,India,2020-05-01,-82.0,-34.0,-63.0,-54.0,24.0
Jaipur,Rajasthan,3046163,India,2020-05-02,-81.0,-32.0,-62.0,-51.0,24.0
Jaipur,Rajasthan,3046163,India,2020-05-03,-82.0,-37.0,-64.0,-36.0,19.0
Jaipur,Rajasthan,3046163,India,2020-05-04,-78.0,-28.0,-58.0,-48.0,21.0
Jaipur,Rajasthan,3046163,India,2020-05-05,-78.0,-24.0,-56.0,-47.0,20.0
Jaipur,Rajasthan,3046163,India,2020-05-06,-77.0,-22.0,-55.0,-45.0,21.0
Jaipur,Rajasthan,3046163,India,2020-05-07,-77.0,-22.0,-55.0,-46.0,21.0
Jaipur,Rajasthan,3046163,India,2020-05-08,-77.0,-21.0,-56.0,-44.0,21.0
Jaipur,Rajasthan,3046163,India,2020-05-09,-79.0,-25.0,-58.0,-46.0,22.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-15,4.0,6.0,5.0,3.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-16,6.0,9.0,9.0,-1.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-17,3.0,7.0,8.0,3.0,-2.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-18,6.0,7.0,8.0,2.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-19,2.0,6.0,5.0,3.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-20,4.0,6.0,11.0,4.0,-2.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-21,-7.0,-5.0,-5.0,-22.0,5.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-22,1.0,3.0,-1.0,-1.0,0.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-23,2.0,6.0,5.0,3.0,0.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-24,0.0,4.0,6.0,2.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-25,5.0,5.0,7.0,-1.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-26,2.0,3.0,5.0,-2.0,-2.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-27,2.0,3.0,6.0,2.0,-2.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-28,1.0,3.0,5.0,2.0,-2.0
Kanpur,Uttar Pradesh,2765348,India,2020-02-29,-2.0,-1.0,1.0,4.0,0.0
Kanpur,Uttar Pradesh,2765348,India,2020-03-01,3.0,9.0,4.0,3.0,0.0
Kanpur,Uttar Pradesh,2765348,India,2020-03-02,4.0,8.0,6.0,2.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-03-03,3.0,8.0,7.0,3.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-03-04,1.0,8.0,4.0,4.0,0.0
Kanpur,Uttar Pradesh,2765348,India,2020-03-05,1.0,8.0,7.0,5.0,-1.0
Kanpur,Uttar Pradesh,2765348,India,2020-03-06,-3.0,0.0,8.0,1.0,1.0
Kanpur,Uttar Pradesh,2765348,India,2020-03-07,8.0,14.0,18.0,4.0,-2.0
